Kecamatan,Kota,Jenis Faskes,Penyelenggara Faskes,Nama Faskes,Latitude,Longitude
Asemrowo,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Asemrowo,-7.2388207,112.6714753
Asemrowo,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Tambak Langon,-7.2388207,112.6714753
Asemrowo,Surabaya,Klinik Pratama,swasta,NAYAKA HUSADA 03,-7.2388207,112.6714753
Benowo,Surabaya,Apotek,lainnya,KIMIA FARMA BUKIT PALMA,-7.2285631,112.6115998
Benowo,Surabaya,Rumah Sakit Umum,Pemerintah Kota,RS Umum Daerah Bhakti Dharma Husada,-7.2285631,112.6115998
Benowo,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Sememi,-7.2285631,112.6115998
Benowo,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Kandangan,-7.2285631,112.6115998
Benowo,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Romo Kalisari,-7.2285631,112.6115998
Benowo,Surabaya,Rumah Sakit Umum,Swasta,RS Bunda,-7.2285631,112.6115998
Benowo,Surabaya,Apotek,swasta,KANDANGAN,-7.2285631,112.6115998
Benowo,Surabaya,Apotek,swasta,K - 96,-7.2285631,112.6115998
Benowo,Surabaya,Apotek,swasta,VIVA GENERIK KLAKAH REJO,-7.2285631,112.6115998
Benowo,Surabaya,Apotek,swasta,RENO FARMA,-7.2285631,112.6115998
Benowo,Surabaya,Apotek,swasta,HAPSARI,-7.2285631,112.6115998
Benowo,Surabaya,Apotek,swasta,BENOWO APPOTIK,-7.2285631,112.6115998
Benowo,Surabaya,Apotek,swasta,KUSURI MAINCARE,-7.2285631,112.6115998
Benowo,Surabaya,Apotek,swasta,Wahyu Buana Medika,-7.2285631,112.6115998
Benowo,Surabaya,Apotek,swasta,Pahala Bukit Palma,-7.2285631,112.6115998
Benowo,Surabaya,Klinik Pratama,swasta,KARYA MEDIKA 111,-7.2285631,112.6115998
Benowo,Surabaya,Klinik Pratama,swasta,DOKTER ANANG SURABAYA,-7.2285631,112.6115998
Bubutan,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Gundih,-7.2466266,112.711117
Bubutan,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Tembok Dukuh,-7.2466266,112.711117
Bubutan,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Asem Jajar,-7.2466266,112.711117
Bubutan,Surabaya,Rumah Sakit Khusus,Swasta,RS Ibu dan Anak IBI Surabaya,-7.2466266,112.711117
Bubutan,Surabaya,Apotek,swasta,USAHA,-7.2466266,112.711117
Bubutan,Surabaya,Apotek,swasta,KALIBUTUH,-7.2466266,112.711117
Bubutan,Surabaya,Apotek,swasta,PRODERMA,-7.2466266,112.711117
Bubutan,Surabaya,Apotek,swasta,FILLINA,-7.2466266,112.711117
Bubutan,Surabaya,Apotek,swasta,NOVEM,-7.2466266,112.711117
Bubutan,Surabaya,Apotek,swasta,MEGA SURYA,-7.2466266,112.711117
Bubutan,Surabaya,Apotek,swasta,VIVA APOTEK PURWODADI,-7.2466266,112.711117
Bubutan,Surabaya,Toko Obat,swasta,CARREFOUR BUBUTAN,-7.2466266,112.711117
Bubutan,Surabaya,Toko Obat,swasta,XING LIN,-7.2466266,112.711117
Bubutan,Surabaya,Toko Obat,swasta,Super Indo Apartemen Gunawangsa,-7.2466266,112.711117
Bubutan,Surabaya,Klinik Pratama,swasta,Anugerah Karya Medika 102,-7.2466266,112.711117
Bubutan,Surabaya,Klinik Pratama,swasta,DON BOSCO,-7.2466266,112.711117
Bubutan,Surabaya,Klinik Pratama,swasta,SAMARIA,-7.2466266,112.711117
Bubutan,Surabaya,Klinik Pratama,swasta,DERMALOVE SCIENCE OF BEAUTY,-7.2466266,112.711117
Bulak,Surabaya,Apotek,lainnya,Kimia Farma Suramadu,-7.2322521,112.7710484
Bulak,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Kenjeran,-7.2322521,112.7710484
Bulak,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Bulak,-7.2322521,112.7710484
Bulak,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Kedung Cowek,-7.2322521,112.7710484
Bulak,Surabaya,Apotek,swasta,VIVA APOTEK BULAK SETRO,-7.2322521,112.7710484
Bulak,Surabaya,Apotek,swasta,BITA MEDIKA,-7.2322521,112.7710484
Bulak,Surabaya,Apotek,swasta,Efi Barokah,-7.2322521,112.7710484
Bulak,Surabaya,Toko Obat,swasta,DWIJAYA SENTOSA ABADI,-7.2322521,112.7710484
Bulak,Surabaya,Klinik Pratama,TNI/POLRI,KENJERAN DISKES LANTAMAL V,-7.2322521,112.7710484
Bulak,Surabaya,Klinik Pratama,TNI/POLRI,PUSDIKLAT HANUDNAS,-7.2322521,112.7710484
Wonokromo,Surabaya,Klinik Pratama,swasta,KIMIA FARMA DARMO,-7.2941667,112.7207974
Dukuh Pakis,Surabaya,Apotek,lainnya,KIMIA FARMA 52,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Pratama,lainnya,GUNUNGSARI,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Dukuh Kupang,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Gunungsari,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Pradah Kali Kendal,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,DUTA FARMA,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,TIARA,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,TIARA BUKIT DARMO,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,ETIKA FARMA,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,INDAH FARMA,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,PHARMACARE,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,E - MEDICA,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,GUARDIAN SURABAYA CIPUTRA WORLD,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,K - 24 DUKUH KUPANG,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,SIAGA FARMA 2,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,MAHARVA MEDIKA,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,WATSONS LENMARC,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Apotek,swasta,Halomedika Dukuh Pakis,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Toko Obat,swasta,HYPERMART CIPUTRA WORLD,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Toko Obat,swasta,toko Obat PT. Trans Retail Indonesia Cabang Transmart Carrefour Lenmarc Surabaya,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Toko Obat,swasta,Super Indo HR. Muhammad,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,GIGI SEHAT,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Pratama,swasta,ANUGRAH,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Pratama,swasta,REDEMPTOR MUNDI,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Pratama,swasta,Q - LIFE KLINIK,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Pratama,swasta,TANATA,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Pratama,swasta,ERNADE,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Pratama,swasta,MAHARVA,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Pratama,swasta,DIANDRA,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Pratama,swasta,DERMASTER,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Pratama,swasta,dr. MF,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Pratama,swasta,MEDIKA HOLISTIK,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Pratama,swasta,MAHARVA,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,GIGI SEHAT,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,ESTHER,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,ROYAL CLINIC,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,PWHC,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,WIJAYA KUSUMA,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,DENTALPOINT,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,PROSPEK,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,SKINDA DERMATOAESTHETIC CLINIC,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,REJUVA,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,PARAHITA DIAGNOSTIC CENTER,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,FDC,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Klinik Utama,swasta,INDENTAL VILLA BUKIT MAS,-7.2915497,112.6828133
Dukuh Pakis,Surabaya,Rumah Sakit Umum,TNI/POLRI,RS Marinir Ewa Pangalila Gunungsari,-7.2915497,112.6828133
Gayungan,Surabaya,Apotek,lainnya,KIMIA FARMA KETINTANG,-7.3280627,112.7092178
Gayungan,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Gayungan,-7.3280627,112.7092178
Gayungan,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Dukuh Menanggal,-7.3280627,112.7092178
Gayungan,Surabaya,Labkesda/GFK,Pemerintah Kota,Labkesda Kota Surabaya,-7.3280627,112.7092178
Gayungan,Surabaya,Rumah Sakit Khusus,Pemerintah Provinsi,RS Mata Masyarakat Jawa Timur,-7.3280627,112.7092178
Gayungan,Surabaya,Rumah Sakit Umum,Swasta,RS Bhakti Rahayu,-7.3280627,112.7092178
Gayungan,Surabaya,Apotek,swasta,DHARMA,-7.3280627,112.7092178
Gayungan,Surabaya,Apotek,swasta,NEW BINTANG,-7.3280627,112.7092178
Gayungan,Surabaya,Apotek,swasta,RINDANG FARMA,-7.3280627,112.7092178
Gayungan,Surabaya,Apotek,swasta,K - 24 MENANGGAL,-7.3280627,112.7092178
Gayungan,Surabaya,Apotek,swasta,CIKAL,-7.3280627,112.7092178
Gayungan,Surabaya,Apotek,swasta,PAHALA KETINTANG,-7.3280627,112.7092178
Gayungan,Surabaya,Apotek,swasta,K - 24 GAYUNGAN,-7.3280627,112.7092178
Gayungan,Surabaya,Apotek,swasta,MEDSENTRAL,-7.3280627,112.7092178
Gayungan,Surabaya,Apotek,swasta,TELKOMEDIKA KETINTANG,-7.3280627,112.7092178
Gayungan,Surabaya,Toko Obat,swasta,BOSTON HEALTH & BEAUTY CITO / HYPERMART CITO,-7.3280627,112.7092178
Gayungan,Surabaya,Toko Obat,swasta,GUARDIAN ROYAL PLAZA,-7.3280627,112.7092178
Gayungan,Surabaya,Klinik Pratama,swasta,PONDOK KASIH,-7.3280627,112.7092178
Gayungan,Surabaya,Klinik Pratama,swasta,ADI HAYATI,-7.3280627,112.7092178
Gayungan,Surabaya,Klinik Pratama,swasta,YAKES TELKOM,-7.3280627,112.7092178
Gayungan,Surabaya,Klinik Pratama,swasta,DINA AKUPUNTUR & BEAUTY CARE,-7.3280627,112.7092178
Gayungan,Surabaya,Klinik Utama,swasta,CITRA MEDICAL CENTRE,-7.3280627,112.7092178
Gayungan,Surabaya,Klinik Utama,swasta,USADA BUANA,-7.3280627,112.7092178
Gayungan,Surabaya,Klinik Utama,swasta,HAFIRA SKIN CARE,-7.3280627,112.7092178
Gayungan,Surabaya,Klinik Utama,swasta,SURYA DIAGNOSA MEDIKA,-7.3280627,112.7092178
Gayungan,Surabaya,Klinik Utama,swasta,DINA,-7.3280627,112.7092178
Gayungan,Surabaya,Klinik Utama,swasta,CONFIDENTS DENTAL HOUSE,-7.3280627,112.7092178
Gayungan,Surabaya,Rumah Sakit Umum,TNI/POLRI,RS Bhayangkara TK II HS. Samsoeri Mertojoso,-7.3280627,112.7092178
Gayungan,Surabaya,Klinik Pratama,TNI/POLRI,BIDDOKES AHMAD YANI,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,lainnya,KIMIA FARMA KUSUMA BANGSA,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,lainnya,KIMIA FARMA UNDAAN,-7.3280627,112.7092178
Genteng,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Ketabang,-7.3280627,112.7092178
Genteng,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Peneleh,-7.3280627,112.7092178
Genteng,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Embong Kaliasin,-7.3280627,112.7092178
Genteng,Surabaya,Rumah Sakit Umum,Swasta,RS Adi Husada Undaan,-7.3280627,112.7092178
Genteng,Surabaya,Rumah Sakit Khusus,Swasta,RS Mata Undaan,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,swasta,METRO FARMA,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,swasta,LISTI FARMA,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,swasta,PRAYOGI,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,swasta,TANJUNG,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,swasta,POLYFARMA,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,swasta,KUSUMA,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,swasta,APOTEK HAPPY,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,swasta,WATSONS PLAZA SURABAYA,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,swasta,GUARDIAN SURABAYA PLAZA,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,swasta,GUARDIAN GRAND CITY SURABAYA,-7.3280627,112.7092178
Genteng,Surabaya,Apotek,swasta,WATSONS GRAND CITY MALL,-7.3280627,112.7092178
Genteng,Surabaya,Toko Obat,swasta,BAN SENG TONG,-7.3280627,112.7092178
Genteng,Surabaya,Toko Obat,swasta,SUMBER JAYA,-7.3280627,112.7092178
Genteng,Surabaya,Toko Obat,swasta,SUPER INDO DELTA PLAZA,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Pratama,swasta,POLIKLINIK YAYASAN PEGAWAI BANK JATIM,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Pratama,swasta,Dinas Pendidikan Propinsi Jawa Timur,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Pratama,swasta,SENTUHAN KASIH BANGSA,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Pratama,swasta,KARYA MEDIKA 41,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Pratama,swasta,SKIN INNOVATION,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Pratama,swasta,GRAHA dr. YANTI,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Pratama,swasta,MARIA ELIZABETH,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Pratama,swasta,LAURENT'S,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Pratama,swasta,ADINA MEDIKA,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Pratama,swasta,KELUARGA PINTAR,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Utama,swasta,EAGLES HEAD MEDICAL CENTRE,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Utama,swasta,KAYOON,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Utama,swasta,L' VIORS,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Utama,swasta,PRIMA,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Utama,swasta,GLENEAGLES,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Utama,swasta,WIBOWO DENTAL CLINIC,-7.3280627,112.7092178
Genteng,Surabaya,Klinik Utama,swasta,PADMA BAHTERA,-7.3280627,112.7092178
Gubeng,Surabaya,Rumah Sakit Khusus,Kementrian Lain,RS Gigi dan Mulut FKG Universitas Airlangga,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,lainnya,KIMIA FARMA 35,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,lainnya,KIMIA FARMA KALIBOKOR,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,lainnya,KIMIA FARMA DHARMAHUSADA,-7.2844847,112.7432514
Gubeng,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Mojo,-7.2844847,112.7432514
Gubeng,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Pucang Sewu,-7.2844847,112.7432514
Gubeng,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Baratajaya,-7.2844847,112.7432514
Gubeng,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Gubeng Klingsingan,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,Pemerintah Kota Surabaya,BNN KOTA SURABAYA,-7.2844847,112.7432514
Gubeng,Surabaya,Rumah Sakit Khusus,Pemerintah Provinsi,RS Jiwa Menur,-7.2844847,112.7432514
Gubeng,Surabaya,Rumah Sakit Umum,Swasta,RS Umum Siloam Hospitals Surabaya,-7.2844847,112.7432514
Gubeng,Surabaya,Rumah Sakit Khusus,Swasta,RS Ibu dan Anak Pura Raharja,-7.2844847,112.7432514
Gubeng,Surabaya,Rumah Sakit Khusus,Swasta,RS Ibu dan Anak Ferina,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,ALISA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,KIMIA FARMA 24,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,AGRIPA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,SALMA FARMA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,MARTURIA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,TRIMAS,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,MENTARI FARMA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,BHINEKA FARMA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,ASRI FARMA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,KALIDAMI FARMA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,OKTA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,SURYASARI SEJAHTERA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,NGAGEL JAYA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,PEMUDA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,MULYA HUSADA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,PUCANG,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,BAWEAN,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,MELIANA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,DHARMAWANGSA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,FARMASI AIRLANGGA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,NGINDEN FARMA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,TRIJAYA ABADI,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,K - 24 DHARMAHUSADA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,ALIN FARMA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,REJEKI,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,K-24 PASAR PUCANG,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,VIARA MED,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,VIVA APOTEK KALIDAMI,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,VIVA APOTEK GUBENG,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,INDOSEHAT,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,BINANGUN,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,KASIH FARMA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,K-24 JOJORAN,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,E-MEDICA KARANG MENJANGAN,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,PROVITA,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,VIVA APOTEK PUCANG ANOM,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,pucang taman,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,POLARIS,-7.2844847,112.7432514
Gubeng,Surabaya,Apotek,swasta,TIARA MANYAR,-7.2844847,112.7432514
Gubeng,Surabaya,Toko Obat,swasta,MERIDIAN,-7.2844847,112.7432514
Gubeng,Surabaya,Toko Obat,swasta,LION SUPER INDO DHARMAHUSADA,-7.2844847,112.7432514
Gubeng,Surabaya,Toko Obat,swasta,SIERRA,-7.2844847,112.7432514
Gubeng,Surabaya,Toko Obat,swasta,TOKO OBAT BONNET SWALAYAN,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,PLK - UA KAMPUS B UNAIR,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,dr. J HEALTH AND BEAUTY CLINIC,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,65 (LXV),-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,QUALITA MEDIKA,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,BULAN SABIT MERAH INDONESIA,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,SARTIKA 36,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,PRAMESWARI,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,MITRA MEDICARE,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,SANTA MARIA TAK BERCELA,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,AMANINA MEDIKA,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,KLINIK KERTAJAYA,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,RUMAH SUNATAN,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,ESTINE,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,deLovely,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,MS GLOW AESTHETIC CLINIC,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,HOUSE OF DERMALOVE SCIENCE OF BEAUTY,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,HOUSE OF HEALTHY LIVING CENTER (H2LC),-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,VIV CLINIC,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,CANTIK,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,THE EMDEE SKIN CLINIC,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Pratama,swasta,NAAVAGREEN NATURAL SKINCARE,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Utama,swasta,ULTRA MEDICA,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Utama,swasta,SURABAYA SKIN CENTRE,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Utama,swasta,TRITYA,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Utama,swasta,NEURON CLINIC,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Utama,swasta,KANANI,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Utama,swasta,PARAHITA DIAGNOSTIC CENTER,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Utama,swasta,MEDICELLE,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Utama,swasta,DHARMAHUSADA PRIMER,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Utama,swasta,PRAMITA,-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Utama,swasta,MAKMURI (KHUSUS WANITA & ANAK),-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Utama,swasta,DERMAGICAL (KHUSUS WANITA DAN ANAK),-7.2844847,112.7432514
Gubeng,Surabaya,Klinik Utama,swasta,INDENTAL,-7.2844847,112.7432514
Gubeng,Surabaya,Rumah Sakit Umum,TNI/POLRI,RS Ibu dan Anak Bantuan 05.08.05 Surabaya,-7.2844847,112.7432514
Gunung Anyar,Surabaya,Apotek,lainnya,KIMIA FARMA 22 UPN,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Gunung Anyar,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Rungkut Menanggal,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Apotek,swasta,MARTINA,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Apotek,swasta,DOA SEHAT,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Apotek,swasta,CITRA FARMA,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Apotek,swasta,STAR FARMA,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Apotek,swasta,PATEN JAYA,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Apotek,swasta,PURI HUSADA,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Apotek,swasta,MARGUNA SEHAT,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Apotek,swasta,KITA,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Apotek,swasta,A GUNUNG ANYAR,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Apotek,swasta,VIVA APOTEK RUNGKUT TENGAH,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Apotek,swasta,JULIA,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Apotek,swasta,S2,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Klinik Pratama,swasta,AT - TAUFIQ,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Klinik Pratama,swasta,KESEJAHTERAAN 11,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Klinik Pratama,swasta,OPTIMA,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Klinik Pratama,swasta,PARADISE,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Klinik Pratama,swasta,SIER,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Klinik Pratama,swasta,KECANTIKAN NATURA,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Klinik Pratama,swasta,NURANI JAYA 83,-7.3384129,112.7204897
Gunung Anyar,Surabaya,Klinik Utama,swasta,OPTIMA,-7.3384129,112.7204897
